Double Transactions
MALIKA : $36.91; 27/12/2016 03:56:02; $36.91; 27/12/2016 03:56:05
THRESA : $4.15; 27/12/2016 12:07:21; $4.15; 27/12/2016 12:09:00
TERRIE : $42.1; 27/12/2016 16:51:21; $42.1; 27/12/2016 16:53:38
HARMONY : $114.63; 27/12/2016 07:12:25; $114.63; 27/12/2016 07:15:27
CAMILLE : $22.59; 27/12/2016 09:50:51; $22.59; 27/12/2016 09:46:45
GABRIELLA : $1013.26; 27/12/2016 11:40:22; $1013.26; 27/12/2016 11:44:44
JULIANN : $1032.61; 27/12/2016 16:52:37; $1032.61; 27/12/2016 16:57:05
CATHARINE : $898.84; 27/12/2016 21:32:06; $898.84; 27/12/2016 21:33:03
LAKISHA : $24.14; 27/12/2016 14:20:45; $24.14; 27/12/2016 14:16:42
TAMARA : $489.1; 01/01/2017 03:16:17; $489.1; 01/01/2017 03:19:22

Suspicious Transactions
LASHUNDA : $74.2; 27/12/2016 19:42:33
CHARLENA : 61.98 60.75 55.93 52.61 48.10 # of transactions = 23; avg = 28.93
CHARLENE : 113.16 110.18 108.70 106.91 106.36 # of transactions = 46; avg = 61.31
CHARLES : 920.37 881.02 878.99 877.32 876.87 # of transactions = 75; avg = 482.15
CHARLESETTA : 718.23 709.00 617.75 615.89 547.85 # of transactions = 30; avg = 364.47
CHARLETTE : 1386.49 1363.20 1320.58 1284.94 1268.28 # of transactions = 56; avg = 736.70
CHARLIE : 6836.93 6824.70 6792.63 6707.44 6683.33 # of transactions = 100; avg = 3360.90
CHARLINE : 141.96 139.84 139.50 138.69 133.67 # of transactions = 100; avg = 69.40
CHARLOTT : 1272.21 1232.87 1159.68 1155.56 1136.69 # of transactions = 49; avg = 544.50
CHARLOTTE : 577.69 575.01 568.62 555.99 534.09 # of transactions = 43; avg = 287.31
CHARLSIE : 1249.33 1248.60 1239.82 1230.61 1179.25 # of transactions = 80; avg = 605.38
CHARLYN : 1328.38 1302.35 1299.59 1296.30 1291.44 # of transactions = 53; avg = 698.33
CHARMAIN : 1245.25 1223.12 1216.96 1204.92 1197.21 # of transactions = 100; avg = 599.92
CHARMAINE : 57.92 57.22 56.57 54.82 52.74 # of transactions = 54; avg = 26.84
CHAROLETTE : 96.34 96.01 94.19 93.05 91.83 # of transactions = 75; avg = 44.28
CHASIDY : 118.50 118.47 117.61 113.82 110.14 # of transactions = 100; avg = 60.12
CHASITY : 97.25 95.69 74.27 70.16 69.90 # of transactions = 21; avg = 46.29
CHASSIDY : 1282.06 1266.86 1239.70 1232.78 1227.29 # of transactions = 31; avg = 722.69
CHASTITY : 649.47 648.66 643.43 643.12 639.32 # of transactions = 83; avg = 324.81
CHAU : 887.78 885.74 875.67 865.83 861.77 # of transactions = 56; avg = 513.35
CHAYA : 1163.88 1151.74 1135.82 1130.33 1117.62 # of transactions = 100; avg = 638.12
CHELSEA : 828.75 826.90 816.11 813.60 803.97 # of transactions = 100; avg = 409.77
CHELSEY : 899.60 893.87 889.37 883.85 878.06 # of transactions = 100; avg = 431.60
CHELSIE : 120.32 119.36 119.02 115.50 114.96 # of transactions = 100; avg = 57.73
CHER : 953.84 904.15 880.00 863.21 851.92 # of transactions = 45; avg = 501.47
CHERE : 84.90 79.08 78.88 78.80 77.70 # of transactions = 76; avg = 35.59
CHEREE : 637.79 636.63 628.92 623.37 618.09 # of transactions = 100; avg = 330.83
CHERELLE : 71.94 71.64 71.62 63.64 56.16 # of transactions = 22; avg = 40.48
CHERI : 80.89 79.83 78.54 77.69 76.88 # of transactions = 74; avg = 39.43
CHERIE : 67.32 66.30 66.03 65.83 64.98 # of transactions = 100; avg = 36.24
CHERILYN : 1043.17 984.75 971.17 968.25 963.98 # of transactions = 27; avg = 643.54
CHERISE : 9048.71 8686.40 8676.10 8635.68 8460.17 # of transactions = 100; avg = 4281.72
CHERISH : 499.96 499.49 498.14 495.93 484.25 # of transactions = 79; avg = 279.23
CHERLY : 9194.89 9041.36 8895.85 8804.22 8721.69 # of transactions = 100; avg = 4914.87
CHERLYN : 902.08 871.23 847.50 837.51 819.74 # of transactions = 100; avg = 476.21
CHERRI : 1215.15 1209.92 1203.43 1202.21 1173.37 # of transactions = 70; avg = 654.36
CHERRIE : 87.55 84.93 84.23 82.49 82.38 # of transactions = 75; avg = 41.27
CHERRY : 1220.69 1202.48 1165.50 1138.69 1130.81 # of transactions = 72; avg = 552.81
CHERRYL : 128.39 126.94 122.75 122.23 121.58 # of transactions = 73; avg = 66.33
CHERY : 766.80 744.09 700.79 678.77 668.27 # of transactions = 25; avg = 466.81
CHERYL : 82.82 82.80 82.10 81.02 80.91 # of transactions = 79; avg = 38.55
CHERYLE : 110.49 102.30 100.92 94.29 92.56 # of transactions = 22; avg = 59.39
CHERYLL : 1123.89 1044.67 1018.47 1000.69 997.71 # of transactions = 76; avg = 567.30
CHEYENNE : 1280.83 1272.08 1250.75 1233.40 1211.81 # of transactions = 72; avg = 674.77
CHI : 949.71 930.54 886.72 865.53 849.03 # of transactions = 50; avg = 457.99
CHIA : 871.34 856.53 851.61 769.57 630.16 # of transactions = 22; avg = 424.44
CHIEKO : 545.93 540.67 540.14 535.95 530.46 # of transactions = 100; avg = 283.86
CHIN : 131.24 126.77 123.14 122.17 115.99 # of transactions = 22; avg = 68.96
CHINA : 623.44 620.61 604.19 602.93 601.66 # of transactions = 100; avg = 304.25
CHING : 54.97 52.78 51.64 51.62 50.77 # of transactions = 72; avg = 28.61
CHIQUITA : 124.48 121.05 120.14 118.89 118.09 # of transactions = 76; avg = 64.14
CHLOE : 684.70 681.03 678.06 673.09 670.95 # of transactions = 73; avg = 358.72
CHONG : 6332.69 6322.44 6314.61 6232.73 5910.90 # of transactions = 57; avg = 2992.97
CHRIS : 87.39 82.03 76.20 66.74 64.22 # of transactions = 23; avg = 41.42
CHRISSY : 775.06 762.93 762.63 754.75 736.82 # of transactions = 51; avg = 382.16
CHRISTA : 800.77 786.06 783.31 765.62 759.56 # of transactions = 40; avg = 503.58
CHRISTAL : 4234.60 4203.05 4146.09 4003.34 3916.51 # of transactions = 52; avg = 2180.61
CHRISTEEN : 1293.17 1289.57 1276.86 1275.99 1275.09 # of transactions = 80; avg = 672.53
CHRISTEL : 61.32 61.19 60.94 60.42 58.07 # of transactions = 100; avg = 28.41
CHRISTEN : 134.03 132.22 131.62 129.65 129.35 # of transactions = 100; avg = 69.04
CHRISTENA : 113.37 112.09 109.10 105.90 103.94 # of transactions = 72; avg = 62.62
CHRISTENE : 1141.94 1128.86 1111.13 1095.98 1091.93 # of transactions = 63; avg = 605.10
CHRISTI : 1297.73 1296.88 1280.28 1250.47 1248.96 # of transactions = 100; avg = 666.66
CHRISTIA : 998.94 993.14 991.65 979.00 973.34 # of transactions = 100; avg = 509.14
CHRISTIAN : 99.92 97.26 96.46 95.88 94.18 # of transactions = 51; avg = 51.63
CHRISTIANA : 708.06 643.92 606.31 496.14 457.68 # of transactions = 25; avg = 276.54
CHRISTIANE : 9913.94 9855.81 9838.16 9796.36 9791.13 # of transactions = 100; avg = 4858.84
CHRISTIE : 68.31 67.42 67.37 64.41 64.23 # of transactions = 75; avg = 31.00
CHRISTIN : 107.69 106.60 105.19 104.92 101.86 # of transactions = 100; avg = 54.87
CHRISTINA : 889.05 877.66 876.48 874.29 858.16 # of transactions = 72; avg = 455.69
CHRISTINE : 487.11 466.02 452.14 445.59 380.57 # of transactions = 21; avg = 287.37
CHRISTINIA : 137.68 130.04 129.39 127.73 124.26 # of transactions = 58; avg = 67.69
CHRISTOPHER : 654.16 650.72 645.59 635.85 632.80 # of transactions = 55; avg = 332.33
CHRISTY : 118.38 112.81 109.10 100.61 97.47 # of transactions = 51; avg = 53.69
CHRYSTAL : 2924.93 2920.76 2912.34 2892.65 2881.98 # of transactions = 100; avg = 1645.21
CHU : 1232.34 1186.10 1167.09 1154.68 1148.63 # of transactions = 55; avg = 627.98
CHUN : 102.41 101.76 98.77 97.65 97.35 # of transactions = 100; avg = 50.62
CHUNG : 80.15 77.15 76.88 72.00 66.42 # of transactions = 26; avg = 42.81
CIARA : 6122.12 5825.20 5771.79 5683.14 5616.62 # of transactions = 50; avg = 2912.94
CICELY : 655.49 644.63 563.50 528.96 519.53 # of transactions = 44; avg = 325.22
CIERA : 61.45 59.40 57.02 55.66 52.73 # of transactions = 31; avg = 31.86
CIERRA : 853.08 851.27 850.71 830.22 820.05 # of transactions = 51; avg = 481.69
CINDA : 132.95 132.37 131.60 130.88 123.69 # of transactions = 29; avg = 71.20
CINDERELLA : 67.31 67.00 66.65 66.65 65.96 # of transactions = 100; avg = 40.17
CINDI : 623.57 605.65 604.77 557.88 557.54 # of transactions = 58; avg = 318.09
CINDIE : 3672.70 3672.59 3271.07 3225.25 3154.83 # of transactions = 30; avg = 1776.36
CINDY : 977.86 973.23 968.35 959.25 951.58 # of transactions = 52; avg = 510.92
CINTHIA : 1220.07 1210.42 1191.89 1177.83 1137.21 # of transactions = 47; avg = 614.26
CIRA : 654.31 645.49 631.53 617.20 614.81 # of transactions = 78; avg = 330.88
CLAIR : 58.02 53.31 52.19 51.71 46.81 # of transactions = 28; avg = 26.96
CLAIRE : 5093.62 4999.86 4851.90 4797.52 4653.45 # of transactions = 76; avg = 2469.09
CLARA : 1445.96 1440.77 1433.26 1430.33 1412.02 # of transactions = 79; avg = 808.26
CLARE : 1427.78 1325.19 1219.25 1189.79 1169.04 # of transactions = 28; avg = 746.58
CLARENCE : 603.55 590.29 585.87 572.55 544.68 # of transactions = 24; avg = 295.56
CLARETHA : 128.97 128.83 128.53 127.49 123.11 # of transactions = 74; avg = 67.65
CLARETTA : 517.89 516.86 503.83 500.51 495.90 # of transactions = 29; avg = 331.61
CLARIBEL : 114.03 113.13 112.18 111.31 111.29 # of transactions = 75; avg = 65.94
CLARICE : 5789.99 5784.50 5747.01 5687.35 5597.56 # of transactions = 100; avg = 3039.76
CLARINDA : 63.63 63.28 62.21 61.80 61.15 # of transactions = 76; avg = 32.88
CLARINE : 8384.37 8044.22 8008.71 7609.81 7560.70 # of transactions = 75; avg = 3931.10
CLARIS : 67.95 67.53 67.21 65.72 65.68 # of transactions = 100; avg = 35.82
CLARISA : 1318.47 1293.50 1252.77 1165.71 1125.58 # of transactions = 29; avg = 620.88
CLARISSA : 4490.50 4459.42 4161.97 4122.11 3999.53 # of transactions = 45; avg = 2253.11
CLARITA : 912.67 903.24 888.11 866.01 848.76 # of transactions = 83; avg = 484.78
CLASSIE : 144.78 132.28 130.19 130.18 129.77 # of transactions = 55; avg = 68.67
CLAUDE : 918.35 901.35 890.99 877.83 837.10 # of transactions = 24; avg = 543.51
CLAUDETTE : 53.07 51.77 51.24 48.76 47.10 # of transactions = 74; avg = 25.31
CLAUDIA : 51.04 50.99 50.77 50.64 50.35 # of transactions = 100; avg = 23.11
CLAUDIE : 105.83 104.93 104.17 87.92 87.51 # of transactions = 21; avg = 57.94
CLAUDINE : 114.62 113.86 110.98 106.12 104.98 # of transactions = 68; avg = 54.34
CLELIA : 539.05 484.74 466.28 448.86 438.58 # of transactions = 22; avg = 242.26
CLEMENCIA : 550.20 548.97 547.30 545.70 542.29 # of transactions = 100; avg = 269.93
CLEMENTINA : 1017.83 1003.93 1001.28 972.71 959.19 # of transactions = 53; avg = 542.18
CLEMENTINE : 1436.95 1388.87 1384.67 1333.41 1284.45 # of transactions = 29; avg = 801.10
CLEMMIE : 122.64 120.94 119.58 119.41 117.55 # of transactions = 100; avg = 57.81
CLEO : 644.65 640.87 637.59 629.37 618.94 # of transactions = 100; avg = 306.58
CLEOPATRA : 1344.97 1175.05 1038.60 811.09 795.82 # of transactions = 22; avg = 588.50
CLEORA : 51.98 51.85 51.40 50.68 48.80 # of transactions = 100; avg = 26.66
CLEOTILDE : 1206.94 1166.24 1104.01 1039.98 1024.31 # of transactions = 23; avg = 681.68
CLETA : 132.45 130.41 124.92 123.46 122.48 # of transactions = 53; avg = 69.23
CLORA : 1316.26 1297.57 1265.75 1228.23 1075.77 # of transactions = 27; avg = 651.34
CLORINDA : 1172.79 1167.37 1142.44 1140.61 1136.50 # of transactions = 100; avg = 557.43
CLOTILDE : 1014.71 1008.23 994.78 979.69 953.15 # of transactions = 100; avg = 526.96
CLYDE : 95.03 89.72 85.02 82.03 77.51 # of transactions = 22; avg = 49.10
CODI : 993.54 988.00 948.70 942.52 932.36 # of transactions = 52; avg = 476.52
CODY : 86.91 86.86 81.48 80.55 77.50 # of transactions = 53; avg = 50.12
COLBY : 63.63 63.61 62.30 61.54 61.43 # of transactions = 100; avg = 33.19
COLEEN : 69.34 68.94 64.77 64.45 61.77 # of transactions = 74; avg = 31.62
COLENE : 102.96 102.86 90.79 80.24 79.97 # of transactions = 24; avg = 55.61
COLETTA : 1278.87 1242.14 1199.48 1176.48 1170.71 # of transactions = 54; avg = 654.49
COLETTE : 845.77 830.45 812.04 796.24 787.06 # of transactions = 100; avg = 409.90
COLLEEN : 90.81 90.46 89.72 87.88 87.36 # of transactions = 50; avg = 44.62
COLLEN : 1249.94 1180.52 1093.72 1021.40 974.29 # of transactions = 21; avg = 724.73
COLLENE : 125.58 124.70 124.38 121.58 117.57 # of transactions = 73; avg = 62.45
COLLETTE : 9050.02 8489.38 8455.66 7928.56 7845.33 # of transactions = 25; avg = 4762.76
CONCEPCION : 55.94 50.13 46.61 44.15 38.36 # of transactions = 24; avg = 23.68
CONCEPTION : 866.26 865.32 861.07 855.25 847.32 # of transactions = 100; avg = 429.87
CONCETTA : 911.28 911.24 889.66 870.65 869.93 # of transactions = 51; avg = 533.54
CONCHA : 8751.61 8687.36 8601.99 8581.17 8531.21 # of transactions = 79; avg = 4769.15
CONCHITA : 714.05 712.63 706.57 679.35 657.22 # of transactions = 100; avg = 326.91
CONNIE : 56.69 56.63 53.94 52.23 52.04 # of transactions = 79; avg = 27.01
CONSTANCE : 87.04 86.34 81.25 78.67 78.38 # of transactions = 46; avg = 42.70
CONSUELA : 807.61 727.78 710.52 606.30 598.21 # of transactions = 28; avg = 437.18
CONSUELO : 105.93 105.02 103.84 102.29 102.05 # of transactions = 58; avg = 56.18
CONTESSA : 90.50 89.02 88.91 88.49 86.96 # of transactions = 51; avg = 49.52
CORA : 140.76 129.37 112.04 109.84 100.27 # of transactions = 19; avg = 69.07
CORAL : 111.66 111.48 110.32 103.51 96.05 # of transactions = 51; avg = 50.95
CORALEE : 6093.04 5997.05 5922.26 5784.54 5737.81 # of transactions = 100; avg = 3242.32
CORALIE : 725.17 724.21 718.89 716.92 714.68 # of transactions = 74; avg = 349.62
CORAZON : 117.91 116.90 116.06 112.87 112.60 # of transactions = 47; avg = 65.72
CORDELIA : 798.12 787.92 779.54 755.54 725.86 # of transactions = 71; avg = 394.54
CORDIA : 88.86 86.17 83.63 81.18 77.68 # of transactions = 28; avg = 44.61
CORDIE : 123.78 123.44 121.94 115.27 114.18 # of transactions = 73; avg = 58.13
COREEN : 572.17 564.62 553.65 485.77 439.22 # of transactions = 25; avg = 276.84
CORENE : 1240.27 1220.97 1158.62 1131.20 1083.63 # of transactions = 78; avg = 577.26
CORETTA : 539.63 481.01 460.77 459.98 456.96 # of transactions = 30; avg = 293.62
COREY : 112.92 110.77 108.66 106.21 101.95 # of transactions = 28; avg = 67.38
CORI : 54.45 49.49 46.87 46.26 43.94 # of transactions = 23; avg = 29.98
CORIE : 1270.42 1248.06 1198.31 1192.21 1172.38 # of transactions = 100; avg = 673.96
CORINA : 578.78 569.13 552.89 550.29 549.52 # of transactions = 37; avg = 323.28
CORINE : 8616.15 8017.04 7968.64 7813.76 7779.03 # of transactions = 46; avg = 4538.76
CORINNA : 81.92 78.81 78.51 78.34 77.65 # of transactions = 73; avg = 40.71
CORINNE : 608.53 596.94 596.62 596.49 578.46 # of transactions = 100; avg = 300.60
CORLISS : 551.50 550.74 534.90 515.19 456.34 # of transactions = 42; avg = 279.82
CORNELIA : 1285.89 1284.08 1247.89 1244.53 1242.59 # of transactions = 100; avg = 662.02
CORRIE : 912.53 893.67 871.86 858.94 856.15 # of transactions = 72; avg = 487.92
CORRIN : 1272.19 1244.88 1240.40 1200.24 1179.44 # of transactions = 76; avg = 611.35
CORRINA : 798.90 777.19 766.64 710.22 701.12 # of transactions = 53; avg = 436.75
CORRINE : 886.93 824.17 814.27 752.19 716.43 # of transactions = 28; avg = 423.03
CORRINNE : 1056.46 1056.40 1047.53 1029.80 974.31 # of transactions = 53; avg = 538.34
CORTNEY : 1051.87 967.15 938.70 908.33 882.20 # of transactions = 27; avg = 562.89
CORY : 894.80 868.25 858.04 851.80 845.38 # of transactions = 22; avg = 545.58
COURTNEY : 733.81 730.86 710.85 681.07 678.83 # of transactions = 55; avg = 325.08
CREOLA : 929.66 922.02 890.05 881.36 868.31 # of transactions = 73; avg = 456.52
CRIS : 6751.75 6719.01 6611.39 6477.06 6446.64 # of transactions = 75; avg = 3457.88
CRISELDA : 147.77 147.27 145.75 136.09 134.94 # of transactions = 38; avg = 71.54
CRISSY : 1489.92 1479.29 1441.73 1441.05 1432.21 # of transactions = 100; avg = 753.60
CRISTA : 1960.00 1893.28 1869.85 1773.70 1742.03 # of transactions = 47; avg = 1053.29
CRISTAL : 1510.36 1505.42 1501.53 1484.53 1452.84 # of transactions = 46; avg = 785.08
CRISTEN : 77.00 76.62 76.19 71.36 68.84 # of transactions = 100; avg = 40.06
CRISTI : 1176.03 1161.30 1158.19 1155.77 1151.32 # of transactions = 74; avg = 643.29
CRISTIE : 1000.15 992.52 991.26 979.34 978.43 # of transactions = 100; avg = 514.93
CRISTIN : 864.67 724.82 714.83 698.87 683.41 # of transactions = 22; avg = 449.13
CRISTINA : 632.49 601.52 577.76 571.25 541.19 # of transactions = 24; avg = 296.86
CRISTINE : 502.18 499.19 498.29 490.27 489.00 # of transactions = 100; avg = 261.56
CRISTY : 1230.36 1220.61 1209.10 1201.99 1154.02 # of transactions = 100; avg = 629.28
CRUZ : 7957.29 7698.76 7271.55 7166.82 7158.70 # of transactions = 52; avg = 3951.96
CRYSTA : 1486.53 1481.86 1478.75 1471.01 1455.75 # of transactions = 79; avg = 751.62
CRYSTAL : 96.69 93.27 92.72 92.36 92.12 # of transactions = 55; avg = 48.06
CRYSTLE : 911.92 901.44 888.03 871.33 860.75 # of transactions = 79; avg = 456.37
CUC : 118.66 118.54 117.38 111.75 109.94 # of transactions = 51; avg = 60.05
CURTIS : 1400.34 1352.41 1344.80 1273.93 1260.74 # of transactions = 43; avg = 754.56
CYNDI : 96.92 94.51 93.25 92.71 91.11 # of transactions = 100; avg = 52.36
CYNDY : 81.63 80.65 79.55 78.01 77.73 # of transactions = 100; avg = 42.57
CYNTHIA : 109.88 107.71 107.64 107.11 101.48 # of transactions = 54; avg = 62.80
CYRSTAL : 979.40 970.68 963.19 945.56 942.58 # of transactions = 100; avg = 469.50
CYTHIA : 123.23 123.04 120.89 118.14 113.68 # of transactions = 72; avg = 57.34
DACIA : 57.61 57.21 56.98 55.37 55.01 # of transactions = 81; avg = 29.95
DAGMAR : 76.72 76.17 73.25 72.20 69.07 # of transactions = 100; avg = 35.22
DAGNY : 1242.27 1233.39 1229.46 1225.67 1210.04 # of transactions = 100; avg = 629.41
DAHLIA : 83.67 83.56 83.52 82.30 81.82 # of transactions = 74; avg = 44.77
DAINA : 80.91 68.75 67.49 63.29 62.36 # of transactions = 26; avg = 32.95
DAINE : 106.24 106.00 104.32 100.75 95.97 # of transactions = 74; avg = 57.26
DAISEY : 139.03 137.29 136.70 132.77 129.83 # of transactions = 27; avg = 63.17
DAISY : 1181.05 1174.24 1170.00 1165.78 1148.48 # of transactions = 100; avg = 644.78
DAKOTA : 86.90 86.07 85.42 84.48 82.12 # of transactions = 51; avg = 44.11
DALE : 134.83 133.55 133.33 131.28 130.36 # of transactions = 60; avg = 74.82
DALENE : 757.54 753.41 748.76 746.75 736.84 # of transactions = 100; avg = 345.31
DALIA : 1104.69 1095.00 1053.23 1016.81 1006.67 # of transactions = 72; avg = 507.19
DALILA : 712.31 707.61 705.15 700.33 689.11 # of transactions = 100; avg = 380.33
DALLAS : 689.33 670.47 664.22 638.68 598.30 # of transactions = 44; avg = 321.86
DAMARIS : 714.20 713.00 696.97 679.08 652.26 # of transactions = 50; avg = 348.61
DAN : 95.02 94.92 90.65 86.83 86.37 # of transactions = 30; avg = 51.90
DANA : 124.52 122.07 121.34 120.87 115.61 # of transactions = 44; avg = 68.10
DANAE : 1429.06 1409.50 1404.16 1393.27 1385.60 # of transactions = 51; avg = 691.36
DANELLE : 1388.42 1377.62 1367.79 1354.31 1351.74 # of transactions = 40; avg = 781.63
DANETTE : 100.86 99.56 97.28 91.46 85.83 # of transactions = 54; avg = 42.36
DANI : 79.85 77.45 76.92 76.69 76.66 # of transactions = 81; avg = 41.07
DANIA : 90.11 87.88 87.74 87.34 85.50 # of transactions = 80; avg = 49.87
DANICA : 1077.21 1066.81 1064.07 1047.20 1027.64 # of transactions = 100; avg = 538.14
DANIEL : 1221.70 1219.33 1214.56 1208.57 1184.59 # of transactions = 78; avg = 637.06
DANIELA : 1345.32 1334.20 1331.05 1329.14 1314.86 # of transactions = 74; avg = 735.23
DANIELE : 973.42 969.32 954.44 942.49 924.60 # of transactions = 46; avg = 582.00
DANIELL : 135.79 132.06 109.41 98.02 97.10 # of transactions = 28; avg = 56.22
DANIELLA : 986.39 957.09 949.20 947.00 936.67 # of transactions = 78; avg = 499.07
DANIELLE : 2993.34 2946.31 2945.53 2939.72 2817.49 # of transactions = 100; avg = 1439.49
DANIKA : 10422.34 10134.97 10134.04 9788.73 9749.79 # of transactions = 74; avg = 5247.36
DANILLE : 92.02 90.61 89.74 86.86 81.12 # of transactions = 50; avg = 48.16
DANITA : 138.86 131.09 130.06 130.06 128.05 # of transactions = 28; avg = 68.70
DANN : 1310.28 1221.36 1189.80 1168.03 1165.90 # of transactions = 29; avg = 629.50
DANNA : 1128.51 1118.70 1112.63 1111.33 1110.17 # of transactions = 100; avg = 579.25
DANNETTE : 1324.08 1237.73 1210.82 1110.41 949.31 # of transactions = 18; avg = 750.27
DANNIE : 765.00 688.01 681.40 678.17 669.31 # of transactions = 52; avg = 377.39
DANNIELLE : 977.19 961.27 949.64 934.03 933.88 # of transactions = 100; avg = 457.19
DANUTA : 133.42 132.20 125.33 124.24 116.84 # of transactions = 51; avg = 59.06
DANYEL : 52.92 52.84 52.59 52.23 46.88 # of transactions = 33; avg = 26.05
DANYELL : 6247.08 6156.43 6155.44 6077.03 5977.04 # of transactions = 100; avg = 3019.38
DANYELLE : 754.57 752.31 738.04 731.35 729.57 # of transactions = 72; avg = 383.69
DAPHINE : 573.30 563.44 559.27 552.06 545.79 # of transactions = 74; avg = 288.61
DAPHNE : 694.96 689.90 673.46 670.96 669.38 # of transactions = 53; avg = 408.60
DARA : 1456.77 1446.13 1437.15 1434.30 1433.94 # of transactions = 75; avg = 762.92
DARBY : 988.60 854.43 787.97 783.83 742.81 # of transactions = 24; avg = 471.69
DARCEL : 645.19 629.21 572.15 571.35 547.69 # of transactions = 25; avg = 323.39
DARCEY : 673.76 671.17 654.54 626.41 622.36 # of transactions = 29; avg = 285.58
DARCI : 801.39 779.44 745.22 732.66 683.63 # of transactions = 28; avg = 366.30
DARCIE : 60.68 60.62 59.65 58.22 57.38 # of transactions = 31; avg = 35.07
DARCY : 770.65 657.34 600.47 537.35 432.48 # of transactions = 17; avg = 331.99
DARIA : 1453.00 1392.56 1360.37 1359.66 1303.54 # of transactions = 45; avg = 742.93
DARLA : 604.68 588.40 585.22 584.55 573.35 # of transactions = 76; avg = 307.76
DARLEEN : 7679.84 7678.35 7617.20 7436.64 7362.82 # of transactions = 100; avg = 3778.76
DARLENA : 895.26 893.30 842.57 793.04 744.02 # of transactions = 29; avg = 401.54
DARLENE : 1928.78 1922.85 1921.02 1914.36 1899.33 # of transactions = 100; avg = 1028.56
DARLINE : 585.92 585.39 558.03 557.99 549.26 # of transactions = 47; avg = 328.49
DARNELL : 78.72 78.35 77.84 77.22 76.78 # of transactions = 100; avg = 40.25
DARYL : 4847.76 4831.08 4789.74 4754.25 4698.06 # of transactions = 30; avg = 2889.74
DAVID : 96.80 96.00 95.98 95.81 93.42 # of transactions = 73; avg = 47.53
DAVIDA : 88.86 88.45 87.89 87.60 87.01 # of transactions = 100; avg = 43.67
DAVINA : 140.01 138.37 138.32 137.55 133.62 # of transactions = 100; avg = 74.14
DAWN : 791.74 781.25 762.80 761.06 760.59 # of transactions = 26; avg = 422.21
DAWNA : 572.74 572.19 570.62 562.15 551.89 # of transactions = 71; avg = 309.28
DAWNE : 85.49 84.93 82.47 74.75 73.58 # of transactions = 30; avg = 44.43
DAYLE : 671.35 667.93 663.45 646.33 638.59 # of transactions = 100; avg = 317.94
DAYNA : 131.80 123.69 119.29 118.43 114.90 # of transactions = 33; avg = 64.64
DAYSI : 747.65 722.78 720.90 717.29 712.67 # of transactions = 100; avg = 325.95
DEADRA : 700.07 684.75 684.25 680.05 678.07 # of transactions = 77; avg = 365.16
DEAN : 958.25 912.16 870.56 866.73 830.54 # of transactions = 29; avg = 441.19
DEANA : 136.43 135.69 133.96 133.79 133.19 # of transactions = 76; avg = 66.67
DEANDRA : 58.68 54.19 53.56 53.36 53.03 # of transactions = 45; avg = 31.69
DEANDREA : 939.09 938.34 924.40 922.69 920.24 # of transactions = 73; avg = 522.63
DEANE : 773.89 765.72 757.52 755.49 749.16 # of transactions = 73; avg = 345.13
DEANN : 889.51 847.81 838.28 821.58 819.27 # of transactions = 100; avg = 421.01
DEANNA : 77.02 76.75 75.33 74.57 74.56 # of transactions = 100; avg = 37.44
DEANNE : 5230.37 5195.12 5114.44 5092.67 5055.31 # of transactions = 100; avg = 2702.10
DEB : 788.70 624.63 613.78 604.15 584.16 # of transactions = 18; avg = 355.27
DEBBI : 1081.91 1038.88 989.49 972.34 941.94 # of transactions = 22; avg = 524.77
DEBBIE : 1189.77 1066.98 966.80 935.83 874.34 # of transactions = 23; avg = 555.72
DEBBRA : 117.94 117.79 116.25 115.81 115.79 # of transactions = 59; avg = 68.39
DEBBY : 90.57 90.17 87.10 86.75 85.23 # of transactions = 74; avg = 46.15
DEBERA : 1121.32 1067.98 1019.09 969.69 913.98 # of transactions = 28; avg = 565.61
DEBI : 581.42 581.13 571.21 568.52 565.73 # of transactions = 100; avg = 283.37
DEBORA : 892.72 866.37 822.08 819.76 806.46 # of transactions = 52; avg = 379.55
DEBORAH : 59.44 59.36 55.92 55.38 55.15 # of transactions = 45; avg = 30.20
DEBRA : 122.08 121.78 121.06 120.87 116.23 # of transactions = 76; avg = 61.51
DEBRAH : 138.24 129.97 123.92 121.83 120.63 # of transactions = 28; avg = 72.61
DEBROAH : 726.91 717.50 702.15 694.92 693.96 # of transactions = 73; avg = 361.43
DEDE : 90.38 88.29 88.04 85.46 84.76 # of transactions = 51; avg = 43.26
DEDRA : 99.75 99.22 98.86 98.82 91.62 # of transactions = 47; avg = 49.12
DEE : 83.35 82.11 81.41 79.05 77.53 # of transactions = 100; avg = 39.84
DEEANN : 1081.75 1069.55 966.23 797.80 792.75 # of transactions = 27; avg = 524.59
DEEANNA : 1013.57 1008.42 939.40 931.81 886.44 # of transactions = 55; avg = 487.33
DEEDEE : 101.34 101.04 99.41 99.22 98.03 # of transactions = 78; avg = 50.09
DEEDRA : 1183.06 1176.86 1107.47 1100.19 1090.86 # of transactions = 77; avg = 580.16
DEENA : 94.39 89.10 88.62 86.60 84.14 # of transactions = 25; avg = 52.73
DEETTA : 76.76 73.45 71.36 65.56 62.70 # of transactions = 29; avg = 37.32
DEIDRA : 1171.61 1167.01 1157.82 1157.39 1151.85 # of transactions = 70; avg = 656.81
